Epoch: 1, Train loss: 0.216, Val loss: 0.174, Epoch time = 8.295s
Epoch: 34, Train loss: 0.144, Val loss: 0.144, Epoch time = 8.051s
Epoch: 35, Train loss: 0.144, Val loss: 0.144, Epoch time = 8.035s
Epoch: 36, Train loss: 0.144, Val loss: 0.144, Epoch time = 8.047s
Epoch: 37, Train loss: 0.143, Val loss: 0.144, Epoch time = 8.053s
Epoch: 38, Train loss: 0.143, Val loss: 0.143, Epoch time = 8.010s
Epoch: 39, Train loss: 0.143, Val loss: 0.143, Epoch time = 8.037s
Epoch: 40, Train loss: 0.142, Val loss: 0.143, Epoch time = 8.029s
Epoch: 41, Train loss: 0.142, Val loss: 0.143, Epoch time = 8.022s
Epoch: 42, Train loss: 0.142, Val loss: 0.143, Epoch time = 8.205s
Epoch: 43, Train loss: 0.142, Val loss: 0.142, Epoch time = 8.091s
Epoch: 44, Train loss: 0.141, Val loss: 0.142, Epoch time = 7.729s
Epoch: 45, Train loss: 0.141, Val loss: 0.142, Epoch time = 7.589s
Epoch: 46, Train loss: 0.141, Val loss: 0.142, Epoch time = 7.564s
Epoch: 47, Train loss: 0.140, Val loss: 0.142, Epoch time = 7.586s
Epoch: 48, Train loss: 0.140, Val loss: 0.142, Epoch time = 7.597s
Epoch: 49, Train loss: 0.140, Val loss: 0.142, Epoch time = 7.592s
Epoch: 50, Train loss: 0.140, Val loss: 0.141, Epoch time = 7.595s
Epoch: 51, Train loss: 0.139, Val loss: 0.141, Epoch time = 7.583s
Epoch: 52, Train loss: 0.139, Val loss: 0.141, Epoch time = 7.585s
Epoch: 53, Train loss: 0.139, Val loss: 0.141, Epoch time = 7.593s
Epoch: 54, Train loss: 0.139, Val loss: 0.141, Epoch time = 7.584s
Epoch: 55, Train loss: 0.139, Val loss: 0.141, Epoch time = 7.693s
Epoch: 56, Train loss: 0.138, Val loss: 0.141, Epoch time = 8.046s
Epoch: 57, Train loss: 0.138, Val loss: 0.141, Epoch time = 7.689s
Epoch: 58, Train loss: 0.138, Val loss: 0.141, Epoch time = 7.644s
Epoch: 59, Train loss: 0.138, Val loss: 0.141, Epoch time = 7.594s
Epoch: 60, Train loss: 0.137, Val loss: 0.141, Epoch time = 7.875s
Epoch: 61, Train loss: 0.137, Val loss: 0.141, Epoch time = 7.717s
Epoch: 62, Train loss: 0.137, Val loss: 0.141, Epoch time = 7.658s
Epoch: 63, Train loss: 0.137, Val loss: 0.140, Epoch time = 7.600s
Epoch: 64, Train loss: 0.136, Val loss: 0.141, Epoch time = 7.781s
Epoch: 65, Train loss: 0.136, Val loss: 0.140, Epoch time = 7.885s
Epoch: 66, Train loss: 0.136, Val loss: 0.140, Epoch time = 7.698s
Epoch: 67, Train loss: 0.136, Val loss: 0.140, Epoch time = 7.714s
Epoch: 68, Train loss: 0.136, Val loss: 0.140, Epoch time = 7.759s
Epoch: 69, Train loss: 0.135, Val loss: 0.140, Epoch time = 7.795s
Epoch: 70, Train loss: 0.135, Val loss: 0.140, Epoch time = 7.678s
Epoch: 71, Train loss: 0.135, Val loss: 0.140, Epoch time = 7.750s
Epoch: 72, Train loss: 0.135, Val loss: 0.140, Epoch time = 7.754s
Epoch: 73, Train loss: 0.135, Val loss: 0.141, Epoch time = 7.739s
Epoch: 74, Train loss: 0.134, Val loss: 0.140, Epoch time = 7.695s
Epoch: 75, Train loss: 0.134, Val loss: 0.140, Epoch time = 7.697s
Epoch: 76, Train loss: 0.134, Val loss: 0.140, Epoch time = 7.798s
Epoch: 77, Train loss: 0.134, Val loss: 0.140, Epoch time = 7.747s
Epoch: 78, Train loss: 0.134, Val loss: 0.140, Epoch time = 7.591s
Epoch: 79, Train loss: 0.133, Val loss: 0.141, Epoch time = 7.770s
Epoch: 80, Train loss: 0.133, Val loss: 0.141, Epoch time = 7.670s
Epoch: 81, Train loss: 0.133, Val loss: 0.140, Epoch time = 7.745s
Epoch: 82, Train loss: 0.133, Val loss: 0.140, Epoch time = 7.748s
Epoch: 83, Train loss: 0.133, Val loss: 0.140, Epoch time = 7.681s
Epoch: 84, Train loss: 0.132, Val loss: 0.140, Epoch time = 7.577s
Epoch: 85, Train loss: 0.132, Val loss: 0.140, Epoch time = 7.784s
Epoch: 86, Train loss: 0.132, Val loss: 0.140, Epoch time = 7.575s
Epoch: 87, Train loss: 0.132, Val loss: 0.141, Epoch time = 7.753s
Epoch: 88, Train loss: 0.132, Val loss: 0.141, Epoch time = 7.570s
Epoch: 89, Train loss: 0.131, Val loss: 0.141, Epoch time = 7.572s
Epoch: 90, Train loss: 0.131, Val loss: 0.141, Epoch time = 7.582s
Epoch: 91, Train loss: 0.131, Val loss: 0.141, Epoch time = 7.584s
Epoch: 92, Train loss: 0.131, Val loss: 0.141, Epoch time = 7.575s
Epoch: 93, Train loss: 0.131, Val loss: 0.141, Epoch time = 7.580s
Epoch: 94, Train loss: 0.130, Val loss: 0.141, Epoch time = 7.572s
Epoch: 95, Train loss: 0.130, Val loss: 0.141, Epoch time = 7.588s
Epoch: 96, Train loss: 0.130, Val loss: 0.141, Epoch time = 7.575s
Epoch: 97, Train loss: 0.130, Val loss: 0.141, Epoch time = 7.587s
Epoch: 98, Train loss: 0.130, Val loss: 0.141, Epoch time = 7.596s
Epoch: 99, Train loss: 0.129, Val loss: 0.141, Epoch time = 7.582s
Epoch: 100, Train loss: 0.129, Val loss: 0.142, Epoch time = 7.566s
